ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmin,prog_ent_int,prog_ent_grad,eff_dcfl,eff_dcff,cpress_term,ent_fac_sh,orig_mdet_fac,r_det,cca_md_knob,mparwtr,qlmin,stag_dropoff,cape_timescale,efrac,thpixs_mid,c_mass_sh,gwd_frc,fbcd,gsharp,nsigma,nsigmasf,fcrit,ez_max_bm,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,a_ent_2,dec_thres_cloud,par_mezcla_rp,lambda_min_rp,near_neut_z_on_l,tke_diag_fac,cbl_mix_fac_nml,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,sea_salt_ems_scaling,ps_acc_cor_scav,ps_natl_dms_emiss,marine_pom_ems_scaling,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,rho_snow_fresh,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,can_clump_broadleaf,can_clump_needleleaf,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,424,1.57841286,0.324849313,-2.956371471,-1.573017406,-0.641958136,1.010536441,2.228043113,0.838585069,1.007584168,1.418080022,0.87267551,1.631401065,0.001471432,0.000783352,1.016940827,2385.079443,0.647434146,0.947092176,0.038907308,2.429546573,3.885526026,1.945775454,3.244189833,3.369769768,0.988518865,408.37723,16.88945941,0.592085262,0.281566413,0.466877125,1.72541546,0.020224026,0.085822103,0.379972231,101.3259282,2.126030109,1.592096957,0.336142025,0.000595446,1.58787892,11358.87505,0.792820872,0.691853871,2.189909532,1.405404029,0.020564406,0.117183073,0.343035499,0.403488349,10.52421863,1748.568709,0.000456881,0.983140101,0.259968027,1.125291711,1.384821338,1.536986759,1.445387387,1.331416699,0.937587436,2.619252121,0.86183303,0.067862544,-0.006285702,-0.154414512,15.3140736,135.5721084,3.48E-06,57.85507432,193.4271827,6.860805271,5.736299177,40.56034751,0.742768263,0.982792917,0.02747129,1.531593899,1.397145842,0.370028365,0.017073815
Experiment,,1,1,425,2.624492649,0.688437622,-3.153003216,-2.787693386,-1.102482545,3.735701354,3.118942954,0.194919595,1.126169731,3.269299572,0.409724707,0.68642122,0.00116846,0.000843677,2.385089503,1829.991338,0.980279373,0.754341321,0.031642234,2.282383569,2.947432747,0.663135604,3.672626581,2.144281972,3.286672539,433.2269337,18.41267847,0.543104036,0.302374353,0.140201879,0.518137379,0.089185532,0.11131137,0.1436507,38.30685329,1.139863776,2.164254061,0.65911376,0.000330766,1.873379545,25146.41995,0.325140503,0.953968617,2.273973188,1.255293991,0.007959971,0.215442133,0.703017027,0.518360968,4.110605111,1641.839057,0.000259131,0.947998992,1.458611938,0.472352483,1.378781824,1.774553904,1.988582108,1.291439049,0.536441556,5.765592136,0.841050488,0.074965743,-0.004118877,-0.147865014,22.79835349,117.2427237,3.26E-06,43.92530855,161.1680323,4.28143467,4.460864795,32.82796263,0.798901515,1.816315812,0.053510477,0.464399072,2.663636498,0.098598926,0.007326705
Experiment,,1,1,426,1.735974118,0.315412928,-2.694728358,-1.413313967,-0.641521766,1.186617903,4.601575576,0.420598055,1.07744076,1.321943773,0.510849835,0.963362193,0.001091367,0.00050545,4.340491526,3041.5916,0.951651043,0.789521373,0.021343697,6.316139644,7.385642605,2.271030187,3.013850247,1.553025691,1.557641051,380.6320252,39.58495704,0.252621216,0.329496431,0.345052579,1.275194315,0.097084822,0.10547268,0.030295917,8.07891128,1.273618684,1.740771612,0.619009981,0.000296795,1.574059061,23518.81781,0.684859185,0.421003186,2.824991224,2.067368161,0.051856319,0.224527235,0.097239444,3.125486187,4.420678108,4179.537052,4.80E-05,1.131630389,0.945485715,1.319742007,2.709445642,0.707762052,1.139418646,1.280547838,1.841212508,2.2565298,0.611413113,0.086119708,-0.001738074,-0.138602214,21.90901393,121.735311,6.40E-06,22.0058969,143.7412079,7.218384087,5.050035985,36.71190543,0.778556107,1.256577233,0.104069069,5.158726908,0.751561674,0.44315492,0.009747387
Experiment,,1,1,427,1.900750605,0.303101325,-3.245656801,-2.814199241,-0.960452924,2.690576709,2.57177446,0.618582226,1.362655298,3.019588296,0.609407177,1.517710518,0.001429614,0.000185288,2.863293604,2795.439268,0.854060073,0.838339595,0.040426809,3.159126711,1.63016884,0.694115535,1.800958598,3.14323875,2.501630563,443.8575528,21.17175701,0.472327356,0.323410346,0.394085632,1.456403422,0.056829413,0.116540719,0.26394415,70.38510654,2.441122517,1.870041079,0.000264871,0.000479002,1.338928721,13552.03171,0.329511849,0.781793691,2.424092297,2.240786401,0.016625931,0.27579236,0.288268907,0.808308042,8.296288324,4866.923199,0.000203,0.775901564,0.321203688,0.500051918,1.360395564,2.717918719,1.074885223,1.750995055,1.876875033,0.549320282,0.474322192,0.113781332,8.58E-06,-0.119788335,14.16946907,98.91542478,3.84E-06,56.17770274,155.0931275,5.223132995,5.301338595,30.15049081,0.885638476,0.868497014,0.074162183,1.358458333,2.291793993,0.339545377,0.006564023
Experiment,,1,1,428,1.72610149,0.566528044,-2.606362754,-0.745945696,-0.503565261,3.3013515,1.77935449,0.497013555,1.479610591,1.830194849,0.473119737,0.387928232,0.001441467,0.000162456,3.408015721,4381.281596,0.553390758,0.305099517,0.014550841,1.477887201,9.187014574,1.026794189,2.8686698,1.965617168,1.525600292,340.4388638,13.7873179,0.725304231,0.522316147,0.102478274,0.378724056,0.060439503,0.177021372,0.292782641,78.07537102,1.248564775,1.384416411,0.561722909,0.00053109,1.204937591,30121.81173,0.62600781,0.279463221,2.99969961,1.176804139,0.032390692,0.299477966,0.242642454,2.901042248,5.01773928,1920.446558,0.000320344,1.439229246,3.745912201,1.018579811,1.822404069,0.507227493,1.641428524,0.547538883,2.445184582,4.11130279,0.465983654,0.042607374,-0.005207843,-0.168919092,17.5671905,140.9321086,1.78E-06,49.90599287,190.8381015,3.749030879,5.324589588,34.94923506,0.955834343,1.012794522,0.048903508,2.565710038,1.758025053,0.404239505,0.014014779
Experiment,,1,1,429,2.489084898,0.462210718,-2.82675845,-2.28926453,-0.973367656,3.881957779,1.229904603,0.583406293,1.309441232,0.607346089,0.749875581,1.358266811,0.001062225,0.000272821,1.598325097,1781.934057,0.467838383,0.330295292,0.02185449,0.960740308,7.999544037,1.484869919,4.399276032,2.592230034,2.316533884,405.2500735,10.78854996,0.926908624,0.219100769,0.121249928,0.448097558,0.038407621,0.055706143,0.353706355,94.32169473,5.248715456,0.822773383,0.920452485,0.000955645,1.498030007,15774.64672,0.534100499,0.296278848,2.808445377,1.432026552,0.029774995,0.237667988,0.591477351,1.579274835,9.704420563,1425.47693,0.000638545,0.732446446,3.798091437,1.107952639,0.97344762,2.052658281,1.199921897,1.400234333,1.253039382,6.164120871,0.819147061,0.071245415,0.00015001,-0.145891568,15.74110086,147.9845732,2.32E-06,33.61702494,181.6015982,2.903057884,7.790301374,39.82841073,0.745073174,1.795966085,0.106333277,3.559367014,0.541037177,0.651382937,0.010400585
Experiment,,1,1,430,2.109595429,0.317137981,-3.326315952,-3.449843044,-1.132478417,2.047955971,1.655219972,0.937472677,2.191109621,1.080161283,0.719893037,1.312218705,0.001145524,0.000963008,2.553828936,1562.912852,0.456485051,0.869219732,0.045041258,6.338705637,2.215474643,2.624944338,1.690112625,4.271005138,2.220750316,436.2530702,19.81936996,0.504556907,0.65435638,0.226746943,0.837977834,0.042054332,0.040338442,0.063701237,16.98699641,1.199401356,2.090818726,0.050624528,0.000335092,1.820804178,36091.53388,0.519972336,0.962054075,2.544402388,1.605775051,0.022063338,0.231188055,0.124761453,1.220243746,4.992941267,4537.279303,0.000313732,1.364642261,4.000145219,0.634119857,1.70861577,3.60405096,0.961238905,1.415299392,1.172154503,0.482319953,0.672568583,0.038347124,-0.004538602,-0.170878426,23.13509019,143.1611521,3.57E-06,41.70537337,184.8665255,9.879785999,9.656046045,31.63713751,0.912167812,1.040388239,0.017668849,3.013583634,2.873178864,0.047187566,0.012179126
Experiment,,1,1,431,1.819257795,0.563185574,-3.189251585,-1.766062501,-0.730343159,2.498623158,3.858999459,0.397857616,1.136313633,1.053424272,0.899085871,0.621162155,0.00157358,0.000662742,3.551499682,2249.219666,0.945414144,0.723073198,0.017294092,1.422464751,2.934386676,1.491189187,3.201064212,2.687368387,2.452955011,412.602039,4.96266633,2.015045811,0.08942487,0.143754645,0.531267168,0.04397416,0.017757584,0.131678605,35.11429459,1.416344841,1.279422926,0.02516363,8.97E-05,1.155999921,25698.89336,0.064505429,0.150136074,3.094573203,1.551502606,0.054503458,0.307233182,0.106815059,1.64807934,3.847449488,2224.979219,0.000409156,0.855021404,3.145485749,0.84090615,0.401837183,0.821448574,1.720622929,1.851262934,0.711101943,3.531444552,0.772580885,0.053157034,0.005164062,-0.152038049,18.44379812,132.9991984,1.95E-06,61.85726558,194.856464,6.318818033,6.906722825,30.00386308,0.855224386,1.160503257,0.077680939,6.344339868,3.289787943,0.248309213,0.008173131
Experiment,,1,1,432,1.502646471,0.389821944,-3.006684333,-1.368957546,-0.584956482,3.076608464,6.522829506,0.637805885,1.218894745,1.409830292,0.728839979,0.582870813,0.00150705,0.000450081,1.68846301,4023.583237,0.563169737,0.259640453,0.041555093,0.830254742,2.298809455,0.844624776,1.333069306,1.724709226,1.082492415,377.344964,11.54419043,0.866236577,0.682649822,0.484437508,1.790312529,0.032988964,0.118797278,0.127310896,33.94957233,3.886035906,0.8848967,0.377692302,0.000658717,1.677347438,9959.142055,0.486569,0.68638115,2.417004381,1.843615775,0.013080021,0.193659704,0.384898325,1.137379074,8.934711838,2645.94773,3.28E-05,1.335087453,1.153326943,1.290756791,3.619239484,1.138749496,1.191404687,1.644385962,1.651299343,2.737577361,0.580941265,0.067569014,-0.000840243,-0.149150162,21.1515151,122.6525723,3.54E-06,69.76998976,192.4225621,8.847546237,6.577588862,31.31965306,0.714699339,1.290064031,0.023867384,3.853176094,1.484115601,0.219166401,0.017442988
Experiment,,1,1,433,2.44404142,0.347214091,-3.105108695,-3.261956774,-1.162333181,1.568009454,4.533490029,0.026467405,1.272231076,1.735949949,0.443454448,1.485716089,0.00170075,0.00033586,1.188757854,3319.374871,0.953915606,0.193819401,0.054286824,2.223773511,6.182631402,2.179410841,2.824413919,2.279773024,1.09850698,412.0510718,36.5710876,0.273440049,0.546217608,0.384163687,1.419735364,0.04086328,0.245114094,0.060677867,16.18076463,1.050774035,1.95633,0.130060854,0.000380215,1.524741345,4348.970707,0.88673571,0.756000416,3.025006594,1.712717188,0.052511744,0.177291701,0.506918629,0.87306361,10.05182324,5141.196933,0.000132308,0.852414514,0.287528301,1.427748677,2.047715401,0.384420536,1.688025161,0.908410608,0.89535209,0.459713649,0.621644563,0.093796325,0.006271602,-0.125856066,21.22781381,85.81996203,1.40E-06,21.45876703,107.2787291,10.18754809,8.698992555,35.51364324,0.687859476,0.908927517,0.073603388,7.317624536,3.764270548,0.197744826,0.007164348
Experiment,,1,1,434,2.285456125,0.413031319,-3.466854369,-4.087914281,-1.298279397,2.715301045,3.315432354,0.348526717,0.855502455,0.705861036,0.571347316,0.073214928,0.001903627,0.000789537,3.089232501,3425.600495,0.9989307,0.546419694,0.032932141,3.687458173,8.337500075,1.574719826,2.798663794,3.650512095,1.27836132,451.6985663,7.332271329,1.363833872,0.488744857,0.469820698,1.736293884,0.017330493,0.264405635,0.318295065,84.87868404,0.332346051,1.026549007,0.368085649,0.000406458,1.717093428,17618.59127,0.507383487,0.804531184,3.01198875,1.469065462,0.018987505,0.176008112,0.66788259,2.248442196,6.382727622,3256.916481,0.000539382,1.092793084,1.44363254,1.500960975,2.024789738,3.082139536,1.632161106,1.198920283,3.063842993,6.598769765,0.71682847,0.092994705,-0.003987819,-0.136610086,15.92533067,157.0696584,3.22E-06,34.61738902,191.6870474,5.570106664,5.810542792,26.66697247,0.672489021,1.170553159,0.036365708,2.971899852,3.552078383,0.577552855,0.011776369
Experiment,,1,1,435,2.87650083,0.345785149,-2.725910911,-2.814058915,-1.159188311,1.224653651,2.90634069,0.101201556,1.165077162,0.42192725,0.875364658,0.964357287,0.001226347,0.000314013,3.172627217,1994.511899,0.636717093,0.625587782,0.052081836,1.629753278,5.565226451,2.051998119,1.472375436,3.556216502,3.062008936,414.8193154,17.02625504,0.587328216,0.792539064,0.350669502,1.295952508,0.024238662,0.064556626,0.257944221,68.78512551,2.933128093,0.953777359,0.120534087,7.84E-05,1.272708102,7109.70023,0.186261374,0.643775149,2.385093155,0.680833334,0.016197113,0.280608925,0.846371466,1.331672856,4.817341271,1604.882079,0.000105098,0.739768964,0.649261028,1.079635567,2.54063221,0.468148533,1.737922197,1.382966939,1.032411629,1.48694503,0.563873917,0.078827282,0.001718545,-0.139645022,17.25428528,119.0594556,2.14E-06,40.68516424,159.7446198,5.261086658,3.200887145,31.07751875,0.721663128,1.011728552,0.091888508,5.438486628,2.21062424,0.690379164,0.016406374
Experiment,,1,1,436,1.921922442,0.330727257,-3.252526062,-2.793452673,-0.960539553,1.076732166,2.123447693,0.782250665,0.897778504,1.097305412,0.551066818,0.417780515,0.001623544,0.000615021,2.365809819,7752.256315,0.739985243,0.606635137,0.029620189,3.774083623,4.767625628,0.05822337,1.375673146,4.102635176,1.916165704,454.953597,41.37408116,0.24169721,0.050612763,0.308764284,1.141085398,0.084354244,0.073123785,0.121644436,32.43851616,2.611778836,0.430492252,0.396082848,0.000219624,1.546014415,7215.007559,0.070330359,0.351031793,2.638534684,0.929506469,0.022465691,0.320848906,0.908769799,0.342100568,6.140039344,2805.116998,0.00065317,0.786338643,1.084766962,1.104271474,1.629508392,1.099051796,1.306738009,1.700760479,0.486775387,6.395823767,0.604113437,0.100130804,-0.006951476,-0.13517077,21.37205945,106.8792519,3.97E-06,21.87993951,128.7591914,7.852299174,8.223273984,39.56233219,0.720232598,1.576848523,0.034934003,5.016919017,0.839456373,0.616299281,0.008981687
Experiment,,1,1,437,2.28606816,0.612840106,-3.088928255,-2.22673249,-0.919274377,1.99286387,6.556331364,0.385828924,1.258318248,1.8726476,0.607483213,0.570111423,0.00153074,0.000798116,2.8762781,7931.409335,0.876304693,0.635133515,0.023380695,5.827254177,5.825753476,2.561866155,2.771417345,1.93637607,2.267609092,432.8128021,10.34904037,0.966273166,0.809042777,0.175669406,0.649213023,0.0667554,0.057919788,0.131047033,34.94587549,6.193405235,1.004728207,0.07007702,0.00016321,1.812281654,10526.66922,0.906187925,0.219511372,2.768309289,1.562458081,0.024402499,0.237035661,0.275536944,2.403513486,9.125029487,1432.80625,0.000473426,0.892877536,0.618768262,0.878490869,1.650049577,0.987491666,1.001598651,1.293507485,1.959869826,0.85053192,0.631746772,0.115350538,0.00406242,-0.114766298,16.58290878,113.7446548,2.03E-06,42.9622836,156.7069384,4.066132242,4.84993341,28.38081778,0.813726797,2.029482347,0.081418457,4.695874503,0.865113793,0.55713087,0.007963262
Experiment,,1,1,438,1.646494401,0.643469631,-3.319234915,-1.450604773,-0.630890689,3.694518869,4.12204889,0.346265848,1.831194573,1.758972395,0.39440337,1.151080605,0.001326344,0.000604945,2.127530624,4666.242487,0.971977105,0.315937559,0.022873324,4.709547341,0.958785501,2.202343764,3.298412939,3.285114569,1.697199577,397.5695329,16.54119541,0.604551228,0.038956406,0.213881301,0.790430894,0.029546994,0.079701633,0.153982589,41.06202376,0.569928808,2.046043635,0.458439723,0.000311581,1.477556667,10803.96965,0.916512528,0.238265614,2.647413984,1.8798325,0.046635543,0.281213528,0.335053572,2.339412095,3.934136133,1561.647043,0.000256825,0.970707174,1.419273637,1.307542976,0.634306196,1.431089755,1.727339194,0.874096344,0.381298469,4.429867355,0.593340762,0.102488155,0.005813052,-0.120951756,20.32220228,118.4458423,2.17E-06,15.05333492,133.4991772,10.03818571,2.69684323,28.36881132,0.717404086,0.874336839,0.026226068,3.308781435,0.568931215,0.177202414,0.007753243
Experiment,,1,1,439,2.468363466,0.584967501,-2.927431872,-2.197305232,-0.95041417,2.38878753,2.623037372,0.223658575,0.781956564,0.917558938,0.938135676,0.672727322,0.001206493,0.000510072,1.326815336,2543.36287,0.853773046,0.354241275,0.047632767,5.260807819,6.312983505,2.316465958,2.103354726,1.847005218,0.602117728,357.9430927,7.04330248,1.419788519,0.587492815,0.170365665,0.629612242,0.001327832,0.055217977,0.14838154,39.56841079,2.858883509,0.50700602,0.220693884,0.000107825,1.143361818,4200.27129,0.522319458,0.663730239,2.648478984,0.849199667,0.025483441,0.140907021,0.838550677,1.544809517,5.297604982,1524.965635,0.000577714,1.037873511,0.510053287,1.06423776,2.497863616,1.411526635,1.242701228,1.21994598,1.767371201,4.066492761,1.025930777,0.056936091,0.001589219,-0.153281212,20.53626423,106.5687268,3.68E-06,49.61045774,156.1791846,4.271377768,6.553531538,28.55486906,0.926143762,1.276219532,0.079631691,1.618552252,1.053314027,0.3376172,0.007100096
Experiment,,1,1,440,1.53483882,0.513431642,-2.702599212,-0.737629204,-0.462910239,1.994626162,6.099261107,0.141057957,1.270329867,1.024145397,0.713072432,1.089094982,0.001839768,0.000713618,1.929183781,5612.504661,0.796779047,0.749937704,0.025113373,1.162591503,6.793216074,1.590375697,1.717871982,2.697179432,1.849533149,343.6300433,31.34945509,0.318984811,0.540378083,0.032580476,0.120406107,0.038821282,0.021376593,0.023867697,6.364719212,2.216178663,1.573718635,0.600783223,5.87E-05,1.378774604,36923.12382,0.270462874,0.452950558,2.871168537,1.423110627,0.049562924,0.282331604,0.006786494,0.984561673,4.953603457,743.6935755,0.000694304,1.091431356,1.547022005,1.16059074,1.764350397,0.992675694,1.333701464,1.843799102,2.975533809,4.850929693,0.9279554,0.109765637,0.004776001,-0.117498601,19.71191585,134.4043274,4.37E-06,8.253746276,142.6580736,5.784979339,3.788107886,31.77127221,0.854158558,1.529384486,0.063614745,2.024155422,2.261327455,0.706779479,0.008112412
Experiment,,1,1,441,2.941289479,0.575895072,-3.433433045,-4.927703371,-1.602943285,1.239995623,5.20087707,0.043809004,1.598966321,1.839100644,0.786497205,1.576134741,0.001467514,0.00097491,1.441355125,2327.927795,0.77841046,0.143832174,0.031437194,1.663806888,6.255459419,1.308807875,1.415646207,2.294083084,2.188391542,437.4092908,4.59269895,2.177368931,0.423155513,0.279438937,1.032709115,0.06261416,0.206835031,0.220098148,58.69283953,2.092528507,0.573105203,0.178974962,0.000522728,1.699348171,24508.03006,0.512978429,0.433777759,2.963012914,0.945168803,0.028605111,0.234345842,0.917054374,1.762150453,7.615731453,2630.618798,0.000189201,1.065494486,2.149301646,1.3358757,0.816959096,0.399076137,1.483423124,0.888908027,3.738155008,8.882026724,0.697376639,0.040429499,-0.006511967,-0.171566966,16.50701368,117.8575558,2.43E-06,11.38524475,129.2428006,10.71266666,5.601421493,39.02912389,0.6936494,1.320688252,0.101391104,4.512318751,2.981606848,0.456870813,0.011825222
Experiment,,1,1,442,2.579282671,0.422166963,-3.419482637,-4.529620934,-1.448110262,3.648267725,2.376443671,0.847335366,1.773273157,1.588721702,0.499547852,0.235687771,0.001233149,0.000423283,2.543772663,1248.952607,0.758622554,0.535974513,0.042944448,6.025531519,7.834069989,0.92638458,3.447792774,2.326188244,0.960067887,396.058931,19.69918893,0.507635113,0.347755803,0.056020193,0.207031148,0.042477882,0.089453587,0.276989649,73.86390628,4.191833513,1.80626522,0.492440635,0.000322394,1.825249548,14580.22914,0.371611297,0.813647655,3.064721592,1.828442733,0.053293364,0.187021271,0.28613965,3.179366677,5.752552211,2891.180491,0.000297353,1.220901655,0.33640598,1.352242704,1.249613137,0.181154313,0.948673039,0.959257431,1.935990023,5.110802373,1.01662019,0.084053577,0.002951626,-0.135187317,21.61647387,117.0723768,1.79E-06,46.89411682,163.9664936,10.43852792,6.537561256,33.86684471,0.967784294,1.162101624,0.06215024,2.491958779,2.998486929,0.356833979,0.01528142
Experiment,,1,1,443,1.590714875,0.509387524,-3.54318837,-2.29560693,-0.791658292,2.969778645,7.021594716,0.82248385,1.800029711,1.251294538,0.789327518,0.91843566,0.00112553,0.000816225,2.914070277,3286.093235,0.726368263,0.519882997,0.053786798,2.780831501,5.857275286,1.476326616,2.589088162,2.908505542,1.770372856,347.5540328,14.28440934,0.700063948,0.609471253,0.064676235,0.239020869,0.054568903,0.243512794,0.043424265,11.57980399,4.726971383,0.765911316,0.554652548,0.000203153,1.703816683,19584.15721,0.755715966,0.706275256,2.481899663,1.239969789,0.025983478,0.208548956,0.545872524,3.067600557,8.698374588,6450.421048,0.000329296,0.700972056,2.079089122,1.572845543,1.104478362,0.829963418,1.8592567,1.349375856,1.870955143,5.239649113,0.845549114,0.049465715,0.003914881,-0.155564773,19.27309085,145.3057691,4.47E-06,43.32976853,188.6355376,7.456529819,3.699426285,27.34617307,0.788624813,0.635464642,0.034138239,5.85096028,2.893027654,0.640331431,0.013079207
Experiment,,1,1,444,1.6988871,0.404763671,-3.092890721,-1.799059662,-0.712544843,3.016238459,2.892976643,0.713279151,1.778304654,2.055108693,0.737137206,0.407572608,0.001336133,0.000350042,1.13423179,4834.875678,0.962629816,0.167087068,0.011545407,4.266796671,1.856913871,1.382501037,3.161558039,1.957429214,1.488958775,369.1775064,23.72218352,0.421546355,0.449507379,0.369698669,1.366277691,0.0313754,0.229925715,0.346816345,92.48435877,0.648113616,0.916205805,0.730383163,0.00019551,1.433344744,4964.623722,0.448386045,0.94916434,2.798689577,2.739999343,0.039662807,0.289531822,0.061453093,0.813983616,9.111159192,3211.099245,0.000506018,1.213013473,0.436503732,0.906543617,0.839288629,2.800619599,1.674911823,1.813940605,1.435968026,7.005065344,1.116108799,0.07397378,0.004030106,-0.140328072,22.50923461,123.816601,5.84E-06,24.3029359,148.1195369,6.519560385,6.069956385,36.66602498,0.727939825,1.561392412,0.021624691,2.917492586,1.747523157,0.330572936,0.013845141
